archetype,cluster_id,total_cost,node_count,cpu_utilization,memory_utilization,cpu_gap,memory_gap,cost_distribution,optimization_opportunities,optimization_maturity,team_experience,change_tolerance,success_probability,typical_issues,scaling_behavior,size_category,team_size,funding_stage,growth_rate_monthly,technical_debt_level,monitoring_maturity,change_frequency,optimization_priorities,budget_sensitivity,risk_tolerance,implementation_month,implementation_day_of_week,implementation_hour,complexity_factor,implementation_success,savings_accuracy,total_duration_minutes,commands_executed,commands_successful,commands_failed,customer_satisfaction,stability_period_clean,time_to_first_benefit,success_factors,post_optimization_improvements,failure_factors,rollbacks_performed,lessons_learned,compliance_requirements,change_approval_process,budget_cycle,process_maturity,automation_level,monitoring_sophistication,stakeholder_complexity,industry,regulatory_overhead,uptime_requirements,peak_hours,seasonal_pattern,customer_impact_sensitivity,performance_requirements,geographic_distribution,seasonal_multiplier,edge_case_type,documentation_quality,test_coverage,challenge_factors,cost_per_node,utilization_efficiency,waste_factor,optimization_score,complexity_risk_ratio,is_business_hours,is_weekend,predicted_success_prob,actual_success
early_stage_startup,cluster_12715,564.074586427053,5.0,43.2434394025647,52.29962024249987,54.01230724585733,49.03859642393901,"{'compute_percentage': 60.804311130950126, 'storage_percentage': 15.783193280222104, 'networking_percentage': 10.122311982210375, 'control_plane_percentage': 13.2901836066174, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",basic,junior,high,0.5998332421295896,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,10.0,seed,0.024925021164830235,0.7030848835980217,0.3118368207670135,11.0,"['cost_reduction', 'performance', 'scalability']",0.9071132990633708,0.9161542913654022,6,2,8,0.6132328978348875,False,0.2914350761189214,140,9,6,3,2.259737422131786,False,-1.0,,,"['stakeholder_resistance', 'team_inexperience']",2.0,"['Require more thorough dependency analysis', 'Implement gradual rollout instead of big-bang approach', 'Improve monitoring and alerting during optimization']",,,,,,,,,,,,,,,,,,,,,112.81491728541059,0.4777152982253229,0.5152545183489817,0.23157033233029398,1.0223389681734296,0,0,0.5998332421295896,0
growth_stage_startup,cluster_11036,2778.7714945229122,13.0,70.4678930729057,73.9302707709557,28.70666439895905,29.249665088430206,"{'compute_percentage': 51.52704385263114, 'storage_percentage': 23.521416099243627, 'networking_percentage': 19.004426669211533, 'control_plane_percentage': 5.947113378913709, 'registry_percentage': 1, 'other_percentage': 1}","['resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6493854636381025,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,2.0,series_b,0.03031854318970247,0.6283692253667861,0.46513155540611417,9.0,"['cost_reduction', 'performance', 'scalability']",0.7795836779295463,0.7319844226615156,8,7,17,0.07764866849971738,True,0.9575340430550925,58,12,12,0,4.801373308055657,True,26.98461851958591,"['phased_rollout', 'rollback_plan_ready', 'good_baseline_measurement', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.15374784657941476, 'memory_utilization_improvement': 0.1048044885140787, 'cost_reduction_achieved': 0.07040292051889153, 'performance_improvement': 0.022766750715729443, 'automation_score_improvement': 0.04786500058039922}",,,,,,,,,,,,,,,,,,,,,,,,213.7516534248394,0.721990819219307,0.2897816474369463,0.5127711301915857,0.11957253872715326,1,1,0.6493854636381025,1
growth_stage_startup,cluster_71346,4087.136413379183,16.0,42.628001097425084,81.06227554141286,56.163819785410226,19.664414300908703,"{'compute_percentage': 42.12594591948297, 'storage_percentage': 28.316360316279255, 'networking_percentage': 22.126118737707444, 'control_plane_percentage': 7.43157502653033, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6890846381290718,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,9.0,seed,0.026184923024037063,0.4541607926381655,0.4345181820057697,12.0,"['cost_reduction', 'performance', 'scalability']",0.8646700705120255,0.9969021382711383,5,7,14,0.6954893031294823,True,0.8057460560616151,64,16,14,2,4.116472008571684,True,28.82066635606229,"['experienced_team', 'comprehensive_monitoring', 'adequate_testing', 'stakeholder_buy_in', 'rollback_plan_ready']","{'cpu_utilization_improvement': 0.28405872497458323, 'memory_utilization_improvement': 0.17749322104896795, 'cost_reduction_achieved': 0.07657522026818447, 'performance_improvement': 0.1273897362209322, 'automation_score_improvement': 0.05650966206261324}",,,,,,,,,,,,,,,,,,,,,,,,255.44602583619894,0.6184513831941897,0.3791411704315946,0.383971001914906,1.009294453316794,1,1,0.6890846381290718,1
growth_stage_startup,cluster_27843,3517.8578766312803,11.0,60.21755371517009,64.33549087211989,39.07707928158237,34.2896808658636,"{'compute_percentage': 46.7759267160282, 'storage_percentage': 24.60756640391949, 'networking_percentage': 21.48039101748529, 'control_plane_percentage': 7.136115862567018, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.731828328848414,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,13.0,series_a,0.019850038465189235,0.299262952742639,0.2927305030411179,4.0,"['cost_reduction', 'performance', 'scalability']",0.8227282456957868,0.9392838047037178,11,6,0,0.22884700285538037,False,0.16615949561993107,173,8,5,3,1.8947501140055054,False,-1.0,,,"['stakeholder_resistance', 'missing_rollback_plan']",1.0,"['Need better baseline measurement before optimization', 'Require more comprehensive testing in staging environment', 'Require more thorough dependency analysis']",,,,,,,,,,,,,,,,,,,,,319.8052615119346,0.6227652229364499,0.3668338007372299,0.39431388923970373,0.3127058544119057,0,1,0.731828328848414,0
growth_stage_startup,cluster_53447,3650.7713704570633,14.0,61.40595414834853,68.97795953125492,41.41628251136211,29.510572039560998,"{'compute_percentage': 55.10486228870638, 'storage_percentage': 21.502672228886166, 'networking_percentage': 18.266383852475617, 'control_plane_percentage': 5.126081629931843, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",intermediate,mixed,medium,0.6498559458310955,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,10.0,series_a,0.06567544826790638,0.6273692126506153,0.3028998816952649,9.0,"['cost_reduction', 'performance', 'scalability']",0.806008013171294,0.8217482491592767,12,4,20,0.15355904805054574,True,0.691638271143718,77,15,15,0,4.702449341167796,True,23.496230327192375,"['good_documentation', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.08460989343586563, 'memory_utilization_improvement': 0.21161129476751134, 'cost_reduction_achieved': 0.10483101471312238, 'performance_improvement': 0.10880388670609263, 'automation_score_improvement': 0.25022991044090137}",,,,,,,,,,,,,,,,,,,,,,,,260.7693836040759,0.6519195683980172,0.35463427275461556,0.42072654636468354,0.23629705788743738,0,0,0.6498559458310955,1
early_stage_startup,cluster_88114,759.7562656359928,5.0,45.81839536293786,41.16325894075406,56.187241369304424,57.00404096603438,"{'compute_percentage': 54.46521732415241, 'storage_percentage': 23.44527065747443, 'networking_percentage': 10.402629613429607, 'control_plane_percentage': 11.686882404943539, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.5641539413161426,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,9.0,series_c,0.2831753770906721,0.9170940639835172,0.21749155738865691,4.0,"['cost_reduction', 'performance', 'scalability']",0.9687563088985898,0.7632416716443543,4,4,2,0.5519476790018281,False,0.2857839009854233,159,9,4,5,1.528624037495827,False,-1.0,,,"['poor_monitoring', 'unexpected_dependencies']",2.0,"['Implement automated rollback procedures', 'Require more thorough dependency analysis']",,,,,,,,,,,,,,,,,,,,,151.95125312719856,0.4349082715184596,0.565956411676694,0.1887691467613589,0.9783635964931169,0,0,0.5641539413161426,0
growth_stage_startup,cluster_94837,2227.612000242824,17.0,54.67269982705042,71.8813449878752,44.30022790776728,31.18844595669337,"{'compute_percentage': 46.8755173160922, 'storage_percentage': 22.05902554850646, 'networking_percentage': 22.497107545100047, 'control_plane_percentage': 8.568349590301299, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6365910233817884,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,6.0,series_b,0.04771732092036375,0.5584045132014827,0.16274354077970093,6.0,"['cost_reduction', 'performance', 'scalability']",0.41963744583648077,0.6446685921483948,6,4,2,0.09897160097974422,True,0.6,69,9,9,0,4.9781231306445015,True,45.10955123585025,"['rollback_plan_ready', 'comprehensive_monitoring', 'adequate_testing', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.27287686973722775, 'memory_utilization_improvement': 0.20236193060080565, 'cost_reduction_achieved': 0.1441649537957874, 'performance_improvement': 0.08997714069462602, 'automation_score_improvement': 0.03580153174123465}",,,,,,,,,,,,,,,,,,,,,,,,131.03600001428376,0.6327702240746281,0.37744336932230327,0.39393529869307164,0.15547124817119373,0,0,0.6365910233817884,1
early_stage_startup,cluster_33199,1128.7312403827289,7.0,58.42747860693234,61.94617466017704,41.80518835429089,42.424172327495235,"{'compute_percentage': 64.02083030239004, 'storage_percentage': 13.430747841057967, 'networking_percentage': 8.157564300260686, 'control_plane_percentage': 14.390857556291307, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",basic,junior,high,0.643075984093705,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,5.0,series_b,0.11489609130506427,0.684341240262282,0.6066558165803193,6.0,"['cost_reduction', 'performance', 'scalability']",0.8887544393162855,0.9532523250405067,1,5,21,0.24969726357822972,True,0.6,41,10,10,0,4.79552886884834,True,17.019307920067778,"['adequate_testing', 'thorough_preparation', 'maintenance_window_used', 'good_baseline_measurement', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.08062021713484263, 'memory_utilization_improvement': 0.13271767064849388, 'cost_reduction_achieved': 0.11485802019843466, 'performance_improvement': 0.07387442594138233, 'automation_score_improvement': 0.07964252472447104}",,,,,,,,,,,,,,,,,,,,,,,,161.24732005467555,0.6018682663355469,0.42114680340893057,0.3483933698950565,0.38828578543503095,0,0,0.643075984093705,1
early_stage_startup,cluster_37596,1090.778259690613,6.0,39.16488406905526,54.818051731078874,56.28822399639991,47.68519403570428,"{'compute_percentage': 60.84167963732747, 'storage_percentage': 20.316827943881368, 'networking_percentage': 9.376587411276068, 'control_plane_percentage': 9.464905007515076, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.6466634519578003,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,13.0,series_c,0.2606754298872304,0.46661976453954274,0.028501808666801954,5.0,"['cost_reduction', 'performance', 'scalability']",0.4344341394835595,0.7433123549319753,4,7,17,0.292653868183351,False,0.28056769518721386,122,9,6,3,2.3373302767537933,False,-1.0,,,"['time_pressure', 'stakeholder_resistance', 'configuration_error']",1.0,"['Need better stakeholder communication', 'Implement gradual rollout instead of big-bang approach']",,,,,,,,,,,,,,,,,,,,,181.79637661510216,0.46991467900067063,0.5198670901605209,0.22562150220487676,0.452559777883425,1,1,0.6466634519578003,0
growth_stage_startup,cluster_32556,5103.896903442196,10.0,48.15081855633885,68.84023113898408,52.35419402675498,30.37278799271786,"{'compute_percentage': 51.13526279823447, 'storage_percentage': 21.234465710511525, 'networking_percentage': 21.547673641460783, 'control_plane_percentage': 6.082597849793225, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.719476035656476,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,14.0,series_c,0.02779295013783047,0.33832386864904623,0.19850325805154445,12.0,"['cost_reduction', 'performance', 'scalability']",0.7833330619779997,0.7852068722590871,4,2,1,0.5287169784184941,False,0.1678398954366089,215,8,3,5,1.2361418676814158,False,-1.0,,,"['stakeholder_resistance', 'poor_monitoring']",1.0,"['Implement gradual rollout instead of big-bang approach', 'Need better team training on optimization tools', 'Need better baseline measurement before optimization', 'Implement automated rollback procedures']",,,,,,,,,,,,,,,,,,,,,510.3896903442196,0.5849552484766146,0.4136349100973642,0.3429973368620088,0.7348639179289322,0,0,0.719476035656476,0
growth_stage_startup,cluster_60175,7060.214658226904,11.0,70.45267272227753,71.10001088680899,28.51639299990177,32.09770842685124,"{'compute_percentage': 44.75450285062793, 'storage_percentage': 28.635602740649446, 'networking_percentage': 20.70600403310547, 'control_plane_percentage': 5.90389037561716, 'registry_percentage': 1, 'other_percentage': 1}","['resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.7023862426079481,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,11.0,series_a,0.22306890708138627,0.6838975075012497,0.286785556705418,9.0,"['cost_reduction', 'performance', 'scalability']",0.9053052085469864,0.6137567508790661,1,2,13,0.2538910866915971,True,0.7353718230205974,115,14,14,0,2.9983615391677576,True,31.74621538769796,"['good_baseline_measurement', 'maintenance_window_used', 'thorough_preparation', 'rollback_plan_ready', 'adequate_testing']","{'cpu_utilization_improvement': 0.1975249697323474, 'memory_utilization_improvement': 0.09818203539372795, 'cost_reduction_achieved': 0.16803520689020296, 'performance_improvement': 0.06699663366928915, 'automation_score_improvement': 0.11754893283787221}",,,,,,,,,,,,,,,,,,,,,,,,641.8376962024458,0.7077634180454325,0.30307050713376504,0.4932612000076763,0.3614693330964226,1,0,0.7023862426079481,1
growth_stage_startup,cluster_76029,5671.59045204123,13.0,57.77334449081499,64.9770559872813,44.37997604920744,31.42135480115813,"{'compute_percentage': 44.440888495147675, 'storage_percentage': 25.35038549079232, 'networking_percentage': 24.079440059840557, 'control_plane_percentage': 6.129285954219437, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6426553379011946,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,6.0,series_b,0.023374642052200197,0.786155748637086,0.3739857308191117,4.0,"['cost_reduction', 'performance', 'scalability']",0.6652814763358528,0.7873553582294905,5,2,6,0.14982076552264373,True,0.9771136153116518,38,11,11,0,4.795164172939023,True,28.140065341485524,"['rollback_plan_ready', 'stakeholder_buy_in', 'adequate_testing', 'thorough_preparation']","{'cpu_utilization_improvement': 0.25004076338441034, 'memory_utilization_improvement': 0.20160962206932054, 'cost_reduction_achieved': 0.15544889571104448, 'performance_improvement': 0.05648870001595459, 'automation_score_improvement': 0.08732274744684497}",,,,,,,,,,,,,,,,,,,,,,,,436.27618861855615,0.6137520023904814,0.3790066542518279,0.3811359094241052,0.23312770732121113,0,0,0.6426553379011946,1
